molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3
hash_3334,CCCCC,28,3,7,23
hash_3335,CCCCCC,26,4,5,22
hash_3336,CCCCCCC,14,6,8,17
hash_3337,CCCCCCCC,15,6,6,17
hash_3338,CCCCCCCCC,14,3,7,22
hash_3339,CCCCCCCCCC,17,4,1,17
hash_3340,C,26,3,5,25
hash_3341,CC,18,6,5,16
hash_3342,CCC,16,2,5,19
hash_3343,CCCC,26,3,10,13
hash_3344,CCCCC,18,4,7,24
hash_3345,CCCCCC,19,6,4,21
hash_3346,CCCCCCC,16,9,7,28
hash_3347,CCCCCCCC,25,3,9,28
hash_3348,CCCCCCCCC,22,5,6,20
hash_3349,CCCCCCCCCC,14,5,11,31
hash_3350,C,20,4,3,25
hash_3351,CC,16,6,6,22
hash_3352,CCC,15,5,4,28
hash_3353,CCCC,23,7,1,17
hash_3354,CCCCC,20,5,7,23
hash_3355,CCCCCC,18,7,6,29
hash_3356,CCCCCCC,16,2,4,20
hash_3357,CCCCCCCC,11,4,7,25
hash_3358,CCCCCCCCC,18,3,7,25
hash_3359,CCCCCCCCCC,19,6,7,18
hash_3360,C,14,5,6,23
hash_3361,CC,23,6,2,25
hash_3362,CCC,18,5,5,19
hash_3363,CCCC,26,4,11,27
hash_3364,CCCCC,15,3,2,18
hash_3365,CCCCCC,34,8,4,25
hash_3366,CCCCCCC,16,8,7,26
hash_3367,CCCCCCCC,19,7,5,23
hash_3368,CCCCCCCCC,26,9,5,18
hash_3369,CCCCCCCCCC,25,5,1,17
hash_3370,C,24,2,5,24
hash_3371,CC,11,5,4,29
hash_3372,CCC,20,3,3,25
hash_3373,CCCC,15,4,1,28
hash_3374,CCCCC,22,4,9,22
hash_3375,CCCCCC,15,2,9,23
hash_3376,CCCCCCC,14,7,5,27
hash_3377,CCCCCCCC,28,5,6,19
hash_3378,CCCCCCCCC,20,4,2,20
hash_3379,CCCCCCCCCC,23,5,2,28
hash_3380,C,15,3,5,21
hash_3381,CC,15,1,5,23
hash_3382,CCC,17,1,5,23
hash_3383,CCCC,22,1,7,30
hash_3384,CCCCC,22,3,2,31
hash_3385,CCCCCC,28,7,3,25
hash_3386,CCCCCCC,16,10,5,26
hash_3387,CCCCCCCC,19,6,7,29
hash_3388,CCCCCCCCC,20,9,3,23
hash_3389,CCCCCCCCCC,14,2,6,25
hash_3390,C,22,7,1,25
hash_3391,CC,21,1,7,26
hash_3392,CCC,23,11,6,23
hash_3393,CCCC,19,12,7,15
hash_3394,CCCCC,17,6,2,27
hash_3395,CCCCCC,19,6,4,25
hash_3396,CCCCCCC,21,9,6,31
hash_3397,CCCCCCCC,18,4,2,29
hash_3398,CCCCCCCCC,21,4,8,19
hash_3399,CCCCCCCCCC,27,3,5,17
hash_3400,C,18,6,2,25
hash_3401,CC,19,3,3,29
hash_3402,CCC,19,7,1,31
hash_3403,CCCC,24,4,4,30
hash_3404,CCCCC,18,2,5,23
hash_3405,CCCCCC,18,4,3,20
hash_3406,CCCCCCC,14,7,2,21
hash_3407,CCCCCCCC,20,4,8,23
hash_3408,CCCCCCCCC,17,9,2,32
hash_3409,CCCCCCCCCC,20,4,6,33
hash_3410,C,13,3,6,18
hash_3411,CC,21,5,5,38
hash_3412,CCC,20,2,3,30
hash_3413,CCCC,13,2,4,26
hash_3414,CCCCC,24,3,4,25
hash_3415,CCCCCC,20,9,5,30
hash_3416,CCCCCCC,26,4,6,32
hash_3417,CCCCCCCC,21,7,4,28
hash_3418,CCCCCCCCC,23,5,0,26
hash_3419,CCCCCCCCCC,19,5,7,25
hash_3420,C,15,6,3,29
hash_3421,CC,20,4,5,26
hash_3422,CCC,14,3,8,25
hash_3423,CCCC,23,5,5,30
hash_3424,CCCCC,25,5,8,22
hash_3425,CCCCCC,21,9,5,23
hash_3426,CCCCCCC,18,3,1,34
hash_3427,CCCCCCCC,20,7,5,24
hash_3428,CCCCCCCCC,18,8,9,22
hash_3429,CCCCCCCCCC,19,6,6,15
hash_3430,C,25,9,6,27
hash_3431,CC,15,6,3,31
hash_3432,CCC,19,3,4,27
hash_3433,CCCC,20,3,4,17
hash_3434,CCCCC,15,6,4,26
hash_3435,CCCCCC,21,1,7,21
hash_3436,CCCCCCC,22,10,5,32
hash_3437,CCCCCCCC,27,9,6,21
hash_3438,CCCCCCCCC,21,2,6,19
hash_3439,CCCCCCCCCC,22,2,3,24
hash_3440,C,22,4,6,30
hash_3441,CC,21,10,4,28
hash_3442,CCC,20,2,5,23
hash_3443,CCCC,23,10,3,23
hash_3444,CCCCC,15,6,6,28
hash_3445,CCCCCC,10,11,2,32
hash_3446,CCCCCCC,20,5,6,31
hash_3447,CCCCCCCC,28,4,7,26
hash_3448,CCCCCCCCC,19,7,3,25
hash_3449,CCCCCCCCCC,13,5,7,27
hash_3450,C,17,5,5,26
hash_3451,CC,18,5,4,19
hash_3452,CCC,15,3,2,27
hash_3453,CCCC,22,10,7,24
hash_3454,CCCCC,14,4,4,25
hash_3455,CCCCCC,13,9,2,24
hash_3456,CCCCCCC,22,7,3,17
hash_3457,CCCCCCCC,21,6,8,26
hash_3458,CCCCCCCCC,24,3,5,25
hash_3459,CCCCCCCCCC,19,3,3,24
hash_3460,C,26,9,4,28
hash_3461,CC,27,4,3,30
hash_3462,CCC,15,5,8,24
hash_3463,CCCC,15,0,6,23
hash_3464,CCCCC,15,4,3,23
hash_3465,CCCCCC,21,2,4,27
hash_3466,CCCCCCC,16,2,2,15
hash_3467,CCCCCCCC,17,5,4,26
hash_3468,CCCCCCCCC,27,3,8,27
hash_3469,CCCCCCCCCC,20,3,3,22
hash_3470,C,14,4,8,26
hash_3471,CC,26,6,4,19
hash_3472,CCC,21,4,3,27
hash_3473,CCCC,27,11,2,20
hash_3474,CCCCC,16,9,6,24
hash_3475,CCCCCC,18,5,4,21
hash_3476,CCCCCCC,20,4,7,26
hash_3477,CCCCCCCC,21,6,4,28
hash_3478,CCCCCCCCC,20,4,4,32
hash_3479,CCCCCCCCCC,25,5,2,22
hash_3480,C,27,5,8,23
hash_3481,CC,21,3,4,28
hash_3482,CCC,16,8,8,19
hash_3483,CCCC,13,6,2,27
hash_3484,CCCCC,24,4,6,20
hash_3485,CCCCCC,21,4,5,25
hash_3486,CCCCCCC,26,7,2,36
hash_3487,CCCCCCCC,28,2,6,27
hash_3488,CCCCCCCCC,17,3,11,24
hash_3489,CCCCCCCCCC,16,4,7,23
hash_3490,C,22,9,6,31
hash_3491,CC,17,7,4,20
hash_3492,CCC,27,2,3,14
hash_3493,CCCC,30,5,7,27
hash_3494,CCCCC,14,3,9,17
hash_3495,CCCCCC,28,5,7,23
hash_3496,CCCCCCC,18,3,7,16
hash_3497,CCCCCCCC,19,4,7,24
hash_3498,CCCCCCCCC,18,8,8,34
hash_3499,CCCCCCCCCC,20,5,3,20
hash_3500,C,19,1,5,31
hash_3501,CC,26,7,3,25
hash_3502,CCC,15,6,5,21
hash_3503,CCCC,21,3,4,23
hash_3504,CCCCC,24,3,4,25
hash_3505,CCCCCC,13,5,8,30
hash_3506,CCCCCCC,26,6,10,24
hash_3507,CCCCCCCC,29,4,3,25
hash_3508,CCCCCCCCC,22,4,5,23
hash_3509,CCCCCCCCCC,27,5,7,30
hash_3510,C,12,4,7,25
hash_3511,CC,17,1,1,18
hash_3512,CCC,21,5,1,19
hash_3513,CCCC,16,10,4,23
hash_3514,CCCCC,22,4,9,26
hash_3515,CCCCCC,15,3,3,17
hash_3516,CCCCCCC,21,5,3,29
hash_3517,CCCCCCCC,17,7,4,26
hash_3518,CCCCCCCCC,22,2,6,24
hash_3519,CCCCCCCCCC,20,8,7,19
hash_3520,C,13,6,6,33
hash_3521,CC,22,7,4,26
hash_3522,CCC,21,6,5,31
hash_3523,CCCC,13,8,3,24
hash_3524,CCCCC,26,4,7,17
hash_3525,CCCCCC,17,5,5,29
hash_3526,CCCCCCC,26,6,5,23
hash_3527,CCCCCCCC,14,2,4,18
hash_3528,CCCCCCCCC,23,9,4,34
hash_3529,CCCCCCCCCC,19,9,1,18
hash_3530,C,20,4,3,28
hash_3531,CC,14,3,4,17
hash_3532,CCC,27,7,6,26
hash_3533,CCCC,16,5,5,23
hash_3534,CCCCC,18,4,4,28
hash_3535,CCCCCC,19,8,4,31
hash_3536,CCCCCCC,24,4,5,26
hash_3537,CCCCCCCC,25,1,4,13
hash_3538,CCCCCCCCC,29,4,6,28
hash_3539,CCCCCCCCCC,18,3,6,24
hash_3540,C,19,4,6,25
hash_3541,CC,17,7,4,23
hash_3542,CCC,19,6,5,31
hash_3543,CCCC,17,5,4,28
hash_3544,CCCCC,19,5,2,26
hash_3545,CCCCCC,20,6,6,23
hash_3546,CCCCCCC,20,2,7,25
hash_3547,CCCCCCCC,19,6,2,33
hash_3548,CCCCCCCCC,27,10,7,26
hash_3549,CCCCCCCCCC,23,3,7,30
hash_3550,C,14,8,6,29
hash_3551,CC,17,5,5,27
hash_3552,CCC,23,4,1,23
hash_3553,CCCC,31,4,5,22
hash_3554,CCCCC,29,6,6,21
hash_3555,CCCCCC,18,6,7,29
hash_3556,CCCCCCC,19,6,5,23
hash_3557,CCCCCCCC,19,4,5,20
hash_3558,CCCCCCCCC,16,8,7,29
hash_3559,CCCCCCCCCC,21,10,2,31
hash_3560,C,28,4,4,30
hash_3561,CC,17,4,3,33
hash_3562,CCC,24,4,5,16
hash_3563,CCCC,24,2,5,23
hash_3564,CCCCC,14,6,7,30
hash_3565,CCCCCC,21,3,5,25
hash_3566,CCCCCCC,20,11,3,29
hash_3567,CCCCCCCC,23,4,1,31
hash_3568,CCCCCCCCC,17,3,6,21
hash_3569,CCCCCCCCCC,33,6,5,27
hash_3570,C,17,3,2,20
hash_3571,CC,16,5,8,25
hash_3572,CCC,20,4,6,17
hash_3573,CCCC,29,5,5,26
hash_3574,CCCCC,29,3,5,27
hash_3575,CCCCCC,16,4,7,21
hash_3576,CCCCCCC,29,6,6,23
hash_3577,CCCCCCCC,18,5,4,17
hash_3578,CCCCCCCCC,24,9,5,26
hash_3579,CCCCCCCCCC,24,0,4,28
hash_3580,C,21,3,3,17
hash_3581,CC,19,10,3,28
hash_3582,CCC,18,3,5,23
hash_3583,CCCC,19,5,1,23
hash_3584,CCCCC,20,4,3,24
hash_3585,CCCCCC,30,6,6,26
hash_3586,CCCCCCC,24,5,7,25
hash_3587,CCCCCCCC,13,14,4,24
hash_3588,CCCCCCCCC,26,6,9,22
hash_3589,CCCCCCCCCC,17,5,9,27
hash_3590,C,20,4,1,19
hash_3591,CC,18,7,11,25
hash_3592,CCC,28,8,3,23
hash_3593,CCCC,19,6,6,25
hash_3594,CCCCC,24,4,4,23
hash_3595,CCCCCC,23,6,5,31
hash_3596,CCCCCCC,25,8,4,26
hash_3597,CCCCCCCC,22,5,6,28
hash_3598,CCCCCCCCC,18,5,7,27
hash_3599,CCCCCCCCCC,23,4,4,29
hash_3600,C,15,3,7,26
hash_3601,CC,20,2,6,18
hash_3602,CCC,19,4,3,25
hash_3603,CCCC,23,2,11,30
hash_3604,CCCCC,23,3,4,25
hash_3605,CCCCCC,22,4,4,22
hash_3606,CCCCCCC,23,5,7,22
hash_3607,CCCCCCCC,17,7,3,21
hash_3608,CCCCCCCCC,14,6,4,19
hash_3609,CCCCCCCCCC,13,5,1,25
hash_3610,C,23,5,1,18
hash_3611,CC,17,3,4,30
hash_3612,CCC,20,6,6,34
hash_3613,CCCC,19,3,4,17
hash_3614,CCCCC,15,8,3,18
hash_3615,CCCCCC,17,5,6,23
hash_3616,CCCCCCC,20,6,15,27
hash_3617,CCCCCCCC,19,8,10,17
hash_3618,CCCCCCCCC,21,5,6,32
hash_3619,CCCCCCCCCC,17,4,4,25
hash_3620,C,24,7,7,22
hash_3621,CC,25,2,2,26
hash_3622,CCC,16,7,5,25
hash_3623,CCCC,19,6,3,11
hash_3624,CCCCC,16,4,8,26
hash_3625,CCCCCC,15,6,5,23
hash_3626,CCCCCCC,17,6,7,27
hash_3627,CCCCCCCC,23,5,4,21
hash_3628,CCCCCCCCC,31,4,3,26
hash_3629,CCCCCCCCCC,19,5,5,27
hash_3630,C,23,5,4,25
hash_3631,CC,19,8,3,23
hash_3632,CCC,24,5,5,33
hash_3633,CCCC,28,5,4,22
hash_3634,CCCCC,17,6,5,24
hash_3635,CCCCCC,21,3,4,21
hash_3636,CCCCCCC,25,7,5,27
hash_3637,CCCCCCCC,25,3,3,25
hash_3638,CCCCCCCCC,17,3,3,32
hash_3639,CCCCCCCCCC,18,4,9,25
hash_3640,C,23,2,8,27
hash_3641,CC,22,6,3,25
hash_3642,CCC,18,6,1,23
hash_3643,CCCC,29,3,2,26
hash_3644,CCCCC,18,5,8,21
hash_3645,CCCCCC,22,1,4,26
hash_3646,CCCCCCC,10,8,5,30
hash_3647,CCCCCCCC,19,10,2,23
hash_3648,CCCCCCCCC,16,2,2,24
hash_3649,CCCCCCCCCC,20,9,4,28
hash_3650,C,25,7,4,23
hash_3651,CC,19,4,9,22
hash_3652,CCC,23,5,5,24
hash_3653,CCCC,23,3,6,26
hash_3654,CCCCC,19,6,4,19
hash_3655,CCCCCC,19,6,3,30
hash_3656,CCCCCCC,24,6,4,29
hash_3657,CCCCCCCC,16,5,2,26
hash_3658,CCCCCCCCC,25,6,6,22
hash_3659,CCCCCCCCCC,17,7,3,37
hash_3660,C,26,6,6,20
hash_3661,CC,17,6,4,22
hash_3662,CCC,24,10,5,26
hash_3663,CCCC,26,11,5,27
hash_3664,CCCCC,7,7,7,23
hash_3665,CCCCCC,14,7,5,19
hash_3666,CCCCCCC,21,2,4,29
hash_3667,CCCCCCCC,22,6,6,25
hash_3668,CCCCCCCCC,18,5,4,26
hash_3669,CCCCCCCCCC,20,6,7,26
hash_3670,C,17,1,6,17
hash_3671,CC,16,3,6,26
hash_3672,CCC,29,3,6,19
hash_3673,CCCC,20,1,8,22
hash_3674,CCCCC,19,4,10,28
hash_3675,CCCCCC,19,3,8,28
hash_3676,CCCCCCC,19,6,6,17
hash_3677,CCCCCCCC,21,4,3,22
hash_3678,CCCCCCCCC,30,5,4,32
hash_3679,CCCCCCCCCC,25,4,8,21
hash_3680,C,24,4,6,23
hash_3681,CC,22,6,4,27
hash_3682,CCC,20,3,7,27
hash_3683,CCCC,35,3,11,30
hash_3684,CCCCC,30,5,4,28
hash_3685,CCCCCC,17,8,8,19
hash_3686,CCCCCCC,12,3,3,23
hash_3687,CCCCCCCC,21,3,7,27
hash_3688,CCCCCCCCC,19,5,5,21
hash_3689,CCCCCCCCCC,11,5,2,26
hash_3690,C,19,7,10,22
hash_3691,CC,27,3,9,26
hash_3692,CCC,14,3,3,19
hash_3693,CCCC,23,6,4,22
hash_3694,CCCCC,20,2,6,24
hash_3695,CCCCCC,13,5,7,26
hash_3696,CCCCCCC,27,6,2,18
hash_3697,CCCCCCCC,19,6,3,28
hash_3698,CCCCCCCCC,21,1,7,25
hash_3699,CCCCCCCCCC,21,3,4,25
hash_3700,C,15,8,3,33
hash_3701,CC,15,4,7,28
hash_3702,CCC,15,1,5,29
hash_3703,CCCC,21,4,4,24
hash_3704,CCCCC,15,1,5,19
hash_3705,CCCCCC,16,6,5,23
hash_3706,CCCCCCC,21,9,2,23
hash_3707,CCCCCCCC,21,9,10,28
hash_3708,CCCCCCCCC,23,4,7,32
hash_3709,CCCCCCCCCC,20,8,8,27
hash_3710,C,12,3,6,22
hash_3711,CC,18,6,6,29
hash_3712,CCC,17,5,7,31
hash_3713,CCCC,21,8,5,18
hash_3714,CCCCC,23,5,4,12
hash_3715,CCCCCC,13,2,6,23
hash_3716,CCCCCCC,17,4,6,18
hash_3717,CCCCCCCC,23,4,8,34
hash_3718,CCCCCCCCC,26,6,9,24
hash_3719,CCCCCCCCCC,18,7,6,28
hash_3720,C,19,6,6,21
hash_3721,CC,25,3,3,28
hash_3722,CCC,27,2,3,20
hash_3723,CCCC,24,3,7,30
hash_3724,CCCCC,32,4,5,35
hash_3725,CCCCCC,11,8,4,28
hash_3726,CCCCCCC,11,4,9,32
hash_3727,CCCCCCCC,22,3,5,22
hash_3728,CCCCCCCCC,19,5,6,24
hash_3729,CCCCCCCCCC,25,3,6,18
hash_3730,C,15,4,1,23
hash_3731,CC,14,3,3,24
hash_3732,CCC,22,6,6,27
hash_3733,CCCC,24,8,5,26
hash_3734,CCCCC,16,5,6,26
hash_3735,CCCCCC,24,5,7,24
hash_3736,CCCCCCC,21,6,2,19
hash_3737,CCCCCCCC,16,7,11,29
hash_3738,CCCCCCCCC,13,8,7,27
hash_3739,CCCCCCCCCC,20,6,5,30
hash_3740,C,17,6,7,30
hash_3741,CC,19,3,9,20
hash_3742,CCC,20,3,4,30
hash_3743,CCCC,25,5,5,22
hash_3744,CCCCC,20,6,3,18
hash_3745,CCCCCC,23,5,7,23
hash_3746,CCCCCCC,20,4,6,20
hash_3747,CCCCCCCC,23,7,5,28
hash_3748,CCCCCCCCC,11,2,10,22
hash_3749,CCCCCCCCCC,19,11,9,24
hash_3750,C,20,5,4,18
hash_3751,CC,22,3,2,24
hash_3752,CCC,20,1,3,29
hash_3753,CCCC,18,9,2,25
hash_3754,CCCCC,29,3,3,27
hash_3755,CCCCCC,21,6,5,24
hash_3756,CCCCCCC,21,4,9,22
hash_3757,CCCCCCCC,20,3,6,23
hash_3758,CCCCCCCCC,27,3,7,21
hash_3759,CCCCCCCCCC,12,7,6,29
hash_3760,C,15,6,7,22
hash_3761,CC,15,6,9,27
hash_3762,CCC,13,6,2,26
hash_3763,CCCC,24,6,4,24
hash_3764,CCCCC,20,3,2,24
hash_3765,CCCCCC,22,2,4,19
hash_3766,CCCCCCC,19,7,6,26
hash_3767,CCCCCCCC,16,7,5,18
hash_3768,CCCCCCCCC,17,2,7,23
hash_3769,CCCCCCCCCC,21,2,4,18
hash_3770,C,20,10,12,36
hash_3771,CC,21,1,5,29
hash_3772,CCC,18,5,4,22
hash_3773,CCCC,10,4,2,34
hash_3774,CCCCC,19,2,4,24
hash_3775,CCCCCC,19,5,7,28
hash_3776,CCCCCCC,28,6,6,34
hash_3777,CCCCCCCC,22,3,5,26
hash_3778,CCCCCCCCC,18,7,5,26
hash_3779,CCCCCCCCCC,19,2,6,28
hash_3780,C,14,3,5,17
hash_3781,CC,17,2,2,31
hash_3782,CCC,26,4,7,15
hash_3783,CCCC,19,5,6,20
hash_3784,CCCCC,19,4,5,24
hash_3785,CCCCCC,20,5,1,27
hash_3786,CCCCCCC,18,5,4,27
hash_3787,CCCCCCCC,24,6,4,25
hash_3788,CCCCCCCCC,21,6,7,29
hash_3789,CCCCCCCCCC,20,3,8,25
hash_3790,C,20,5,8,22
hash_3791,CC,11,12,9,19
hash_3792,CCC,16,3,5,16
hash_3793,CCCC,20,3,8,16
hash_3794,CCCCC,18,6,6,32
hash_3795,CCCCCC,20,5,5,37
hash_3796,CCCCCCC,19,9,9,24
hash_3797,CCCCCCCC,25,8,6,20
hash_3798,CCCCCCCCC,20,6,1,27
hash_3799,CCCCCCCCCC,13,6,2,23
hash_3800,C,20,5,3,22
hash_3801,CC,14,3,10,22
hash_3802,CCC,12,3,6,20
hash_3803,CCCC,15,7,8,26
hash_3804,CCCCC,23,5,4,24
hash_3805,CCCCCC,18,5,9,16
hash_3806,CCCCCCC,26,2,3,33
hash_3807,CCCCCCCC,10,3,2,21
hash_3808,CCCCCCCCC,19,7,5,24
hash_3809,CCCCCCCCCC,15,3,6,29
hash_3810,C,16,9,6,19
hash_3811,CC,18,7,6,21
hash_3812,CCC,20,8,5,18
hash_3813,CCCC,22,3,3,27
hash_3814,CCCCC,14,4,4,22
hash_3815,CCCCCC,15,3,6,26
hash_3816,CCCCCCC,22,2,9,28
hash_3817,CCCCCCCC,20,5,5,24
hash_3818,CCCCCCCCC,23,4,2,27
hash_3819,CCCCCCCCCC,18,6,5,27
hash_3820,C,18,9,3,21
hash_3821,CC,26,3,5,23
hash_3822,CCC,19,7,3,26
hash_3823,CCCC,25,7,6,31
hash_3824,CCCCC,15,3,5,28
hash_3825,CCCCCC,12,5,2,26
hash_3826,CCCCCCC,24,3,3,29
hash_3827,CCCCCCCC,23,2,4,18
hash_3828,CCCCCCCCC,19,8,5,29
hash_3829,CCCCCCCCCC,23,0,7,34
hash_3830,C,12,4,6,31
hash_3831,CC,19,9,5,27
hash_3832,CCC,14,1,4,24
hash_3833,CCCC,37,5,2,23
hash_3834,CCCCC,17,3,4,23
hash_3835,CCCCCC,19,4,7,29
hash_3836,CCCCCCC,12,7,1,25
hash_3837,CCCCCCCC,18,7,5,34
hash_3838,CCCCCCCCC,22,6,3,23
hash_3839,CCCCCCCCCC,21,5,7,14
hash_3840,C,10,3,3,26
hash_3841,CC,17,4,6,27
hash_3842,CCC,16,3,5,26
hash_3843,CCCC,23,5,6,26
hash_3844,CCCCC,25,5,7,25
hash_3845,CCCCCC,20,4,5,24
hash_3846,CCCCCCC,26,3,10,18
hash_3847,CCCCCCCC,23,8,6,24
hash_3848,CCCCCCCCC,28,5,3,21
hash_3849,CCCCCCCCCC,20,5,8,28
hash_3850,C,35,7,8,18
hash_3851,CC,26,4,8,24
hash_3852,CCC,28,8,7,23
hash_3853,CCCC,22,6,7,28
hash_3854,CCCCC,12,4,4,26
hash_3855,CCCCCC,15,3,5,19
hash_3856,CCCCCCC,16,5,5,27
hash_3857,CCCCCCCC,21,6,3,25
hash_3858,CCCCCCCCC,24,9,4,23
hash_3859,CCCCCCCCCC,17,3,8,24
hash_3860,C,22,5,5,23
hash_3861,CC,21,7,2,23
hash_3862,CCC,18,6,3,18
hash_3863,CCCC,16,5,1,36
hash_3864,CCCCC,16,4,8,28
hash_3865,CCCCCC,18,4,4,23
hash_3866,CCCCCCC,25,5,8,21
hash_3867,CCCCCCCC,16,11,3,19
hash_3868,CCCCCCCCC,14,3,5,26
hash_3869,CCCCCCCCCC,17,6,7,24
hash_3870,C,26,10,5,35
hash_3871,CC,19,2,6,15
hash_3872,CCC,14,3,4,27
hash_3873,CCCC,10,4,10,17
hash_3874,CCCCC,17,6,6,27
hash_3875,CCCCCC,14,6,9,21
hash_3876,CCCCCCC,24,7,4,18
hash_3877,CCCCCCCC,23,5,5,27
hash_3878,CCCCCCCCC,20,2,5,17
hash_3879,CCCCCCCCCC,17,2,4,21
hash_3880,C,16,4,6,24
hash_3881,CC,20,2,11,22
hash_3882,CCC,27,6,7,31
hash_3883,CCCC,25,7,0,23
hash_3884,CCCCC,20,8,8,21
hash_3885,CCCCCC,24,4,5,28
hash_3886,CCCCCCC,16,7,4,25
hash_3887,CCCCCCCC,30,6,1,23
hash_3888,CCCCCCCCC,25,3,5,17
hash_3889,CCCCCCCCCC,19,3,3,28
hash_3890,C,14,6,9,27
hash_3891,CC,29,4,3,29
hash_3892,CCC,13,6,1,24
hash_3893,CCCC,20,3,2,23
hash_3894,CCCCC,13,2,4,33
hash_3895,CCCCCC,23,10,8,22
hash_3896,CCCCCCC,18,3,5,29
hash_3897,CCCCCCCC,16,2,4,22
hash_3898,CCCCCCCCC,19,8,3,20
hash_3899,CCCCCCCCCC,14,4,6,22
hash_3900,C,32,3,6,23
hash_3901,CC,21,4,2,22
hash_3902,CCC,24,7,10,23
hash_3903,CCCC,14,8,2,25
hash_3904,CCCCC,25,4,7,19
hash_3905,CCCCCC,17,5,6,22
hash_3906,CCCCCCC,26,5,4,24
hash_3907,CCCCCCCC,18,3,5,15
hash_3908,CCCCCCCCC,23,3,2,27
hash_3909,CCCCCCCCCC,16,2,8,33
hash_3910,C,19,10,6,29
hash_3911,CC,16,4,1,25
hash_3912,CCC,17,2,5,25
hash_3913,CCCC,19,2,3,26
hash_3914,CCCCC,22,7,8,19
hash_3915,CCCCCC,28,3,3,22
hash_3916,CCCCCCC,23,5,6,26
hash_3917,CCCCCCCC,16,2,6,21
hash_3918,CCCCCCCCC,25,3,2,29
hash_3919,CCCCCCCCCC,28,3,4,26
hash_3920,C,18,6,4,30
hash_3921,CC,21,4,6,23
hash_3922,CCC,14,6,5,31
hash_3923,CCCC,21,3,6,22
hash_3924,CCCCC,19,6,8,32
hash_3925,CCCCCC,19,9,2,23
hash_3926,CCCCCCC,27,7,6,27
hash_3927,CCCCCCCC,16,3,6,22
hash_3928,CCCCCCCCC,24,4,9,27
hash_3929,CCCCCCCCCC,17,8,7,21
hash_3930,C,22,6,4,23
hash_3931,CC,29,6,4,16
hash_3932,CCC,23,6,8,21
hash_3933,CCCC,21,9,4,31
hash_3934,CCCCC,16,4,4,21
hash_3935,CCCCCC,18,11,4,31
hash_3936,CCCCCCC,21,6,5,30
hash_3937,CCCCCCCC,24,6,7,27
hash_3938,CCCCCCCCC,17,9,5,31
hash_3939,CCCCCCCCCC,24,5,7,19
hash_3940,C,22,5,6,15
hash_3941,CC,23,2,10,18
hash_3942,CCC,14,7,8,26
hash_3943,CCCC,24,2,9,29
hash_3944,CCCCC,22,6,7,19
hash_3945,CCCCCC,20,2,8,20
hash_3946,CCCCCCC,27,8,4,19
hash_3947,CCCCCCCC,20,7,3,14
hash_3948,CCCCCCCCC,22,8,7,20
hash_3949,CCCCCCCCCC,24,3,8,27
hash_3950,C,19,12,10,27
hash_3951,CC,32,4,5,25
hash_3952,CCC,30,8,2,22
hash_3953,CCCC,23,8,6,22
hash_3954,CCCCC,20,5,7,19
hash_3955,CCCCCC,31,5,2,34
hash_3956,CCCCCCC,23,7,3,30
hash_3957,CCCCCCCC,24,7,2,29
hash_3958,CCCCCCCCC,13,4,6,27
hash_3959,CCCCCCCCCC,24,7,8,21
hash_3960,C,18,5,5,28
hash_3961,CC,33,1,4,24
hash_3962,CCC,17,4,5,25
hash_3963,CCCC,21,6,4,29
hash_3964,CCCCC,17,3,7,21
hash_3965,CCCCCC,19,2,5,26
hash_3966,CCCCCCC,15,5,7,31
hash_3967,CCCCCCCC,19,5,8,21
hash_3968,CCCCCCCCC,19,3,6,24
hash_3969,CCCCCCCCCC,22,6,4,20
hash_3970,C,31,4,10,20
hash_3971,CC,21,6,3,34
hash_3972,CCC,24,5,4,23
hash_3973,CCCC,24,5,4,25
hash_3974,CCCCC,17,4,4,21
hash_3975,CCCCCC,16,5,7,32
hash_3976,CCCCCCC,14,8,4,19
hash_3977,CCCCCCCC,17,3,6,18
hash_3978,CCCCCCCCC,17,4,3,21
hash_3979,CCCCCCCCCC,18,9,3,25
hash_3980,C,26,2,5,33
hash_3981,CC,19,3,3,27
hash_3982,CCC,21,6,9,28
hash_3983,CCCC,17,10,2,16
hash_3984,CCCCC,21,9,5,28
hash_3985,CCCCCC,28,4,4,30
hash_3986,CCCCCCC,27,4,4,26
hash_3987,CCCCCCCC,17,3,4,29
hash_3988,CCCCCCCCC,15,4,2,17
hash_3989,CCCCCCCCCC,26,2,5,31
hash_3990,C,18,7,2,28
hash_3991,CC,18,7,4,24
hash_3992,CCC,23,3,5,25
hash_3993,CCCC,21,3,4,19
hash_3994,CCCCC,37,6,6,31
hash_3995,CCCCCC,30,6,8,25
hash_3996,CCCCCCC,19,5,2,26
hash_3997,CCCCCCCC,30,5,3,28
hash_3998,CCCCCCCCC,24,7,5,29
hash_3999,CCCCCCCCCC,21,4,9,26
hash_4000,C,26,4,3,21
hash_4001,CC,20,1,5,27
hash_4002,CCC,22,6,3,22
hash_4003,CCCC,24,6,7,25
hash_4004,CCCCC,19,3,7,23
hash_4005,CCCCCC,19,4,10,19
hash_4006,CCCCCCC,16,7,7,21
hash_4007,CCCCCCCC,19,4,5,18
hash_4008,CCCCCCCCC,24,5,7,25
hash_4009,CCCCCCCCCC,21,4,1,21
hash_4010,C,23,7,1,27
hash_4011,CC,26,10,9,22
hash_4012,CCC,23,11,5,29
hash_4013,CCCC,20,2,1,22
